C1,C2,C3,ISO,Target
751,0,253,US,false
1837,0,200,US,false
4812,0,519,US,false
2048,0,78,US,false
1837,0,803,US,false
2009,0,560,US,false
1387,0,421,US,false
1697,0,959,US,false
2146,930,446,MX,false
4468,1946,838,MX,false
2157,476,915,MX,false
2333,798,845,MX,false
4746,2197,817,MX,false
2722,980,930,MX,false
486,0,326,US,false
1260,0,829,US,false
1009,0,827,US,false
627,0,256,US,false
3544,0,433,MX,false
2046,0,920,US,false
2127,0,595,US,true
2852,0,30,US,false
1122,0,212,US,false
2600,0,759,US,true
1806,0,514,US,false
2869,0,949,US,false
2334,0,411,US,false
3427,1134,265,DK,false
1274,0,351,US,false
6777,399,293,US,false
2652,399,417,US,false
2401,0,286,AU,false
2595,0,686,AU,false
3975,0,473,AU,false
1902,0,815,AU,false
1571,0,235,AU,false
3495,0,130,AU,true
3162,0,361,AU,true
1618,0,687,AU,false
2656,0,817,AU,false
1162,0,349,AU,false
7200,0,273,AU,false
2739,0,60,AU,false
2101,0,677,AU,false
3577,0,335,AU,false
7812,0,280,AU,false
3526,0,298,AU,false
3073,0,146,AU,false
18091,580,102,CA,false
2087,0,622,AU,false
1978,0,915,AU,false
24568,0,790,AU,false
2366,0,787,AU,false
1541,0,844,AU,false
1135,0,964,AU,true
1039,0,718,AU,false
3992,0,971,AU,false
1491,0,989,AU,false
2640,0,60,AU,false
11379,0,244,AU,false
1649,0,95,AU,false
1393,0,612,AU,false
1545,0,779,AU,false
1935,0,292,AU,false
1390,0,541,AU,false
3222,0,665,TH,false
2422,0,773,AU,false
1744,0,705,AU,false
3128,0,449,AU,false
1799,0,183,AU,false
7197,991,451,CA,false
3968,0,928,AU,false
2253,0,577,AU,false
1942,276,614,NO,false
3285,0,479,AU,false
1571,0,588,AU,false
2595,0,861,AU,false
2499,0,75,AU,false
2166,0,675,AU,false
1428,0,151,AU,false
1031,0,804,AU,false
2113,0,916,AU,false
3299,0,168,AU,false
1496,0,954,AU,false
4641,0,612,AU,false
2536,194,50,CA,false
3470,373,453,GB,false
1371,0,156,AU,false
1888,0,889,AU,false
1899,0,490,AU,false
2198,0,323,AU,false
2384,0,727,AU,false
2430,0,910,AU,false
4773,0,753,AU,false
14952,399,130,US,false
2599,0,686,NZ,true
2185,0,881,NZ,false
3903,0,560,AU,false
13242,2495,722,AU,false
2999,0,688,NZ,true
11359,0,576,AU,false
2273,0,756,AU,false
11235,0,189,AU,false
5709,0,787,AU,false
3449,0,257,AU,false
2395,0,812,NZ,true
2799,0,118,NZ,false
3100,0,932,NZ,false
3451,0,662,AU,false
1582,0,198,AU,false
1150,0,801,AU,false
8636,0,436,AU,false
907,0,75,AU,false
2160,0,514,AU,false
3000,0,84,AU,false
1955,0,984,AU,false
2428,0,943,US,false
1290,0,60,US,false
910,0,659,US,false
1395,0,991,US,false
969,0,907,US,false
910,0,322,US,false
1739,0,963,US,false
3189,0,408,US,false
5567,0,86,US,false
731,0,959,US,false
1625,0,451,US,false
2861,0,946,US,false
2046,0,918,US,false
1716,0,935,US,false
2402,0,505,US,false
871,0,185,US,false
1386,0,972,US,true
1284,0,805,US,false
1440,0,558,US,false
792,0,359,US,false
777,0,808,US,false
802,0,120,US,false
5546,0,12,GB,false
2451,0,154,US,false
627,0,827,US,false
11622,0,331,CL,false
6705,0,845,US,false
2549,0,78,US,false
775,0,886,US,true
2326,0,133,US,false
8253,0,563,US,false
4155,0,507,US,false
1949,0,562,US,false
1392,0,114,AU,false
2609,0,121,AU,false
1030,0,282,AU,false
1946,0,279,AU,false
2878,0,768,AU,false
1032,0,90,AU,false
2811,0,798,AU,true
2947,0,355,AU,true
2918,0,564,AU,false
2463,0,536,AU,false
3201,0,105,AU,false
4135,0,173,AU,false
2481,0,350,NZ,false
2890,0,93,AU,false
924,0,622,AU,false
2275,0,992,AU,false
2397,0,254,AU,false
2072,0,894,AU,false
1030,0,702,AU,false
1774,0,292,AU,false
2244,0,238,AU,false
1692,0,907,AU,true
2212,0,96,AU,false
6196,0,658,AU,false
6002,0,640,AU,false
2248,0,253,AU,false
1881,0,49,AU,false
991,0,667,AU,false
3206,0,228,AU,false
7558,0,341,AU,false
996,0,427,AU,false
2342,0,48,AU,false
2245,0,67,AU,false
1198,0,851,AU,false
2454,0,571,AU,false
2117,0,200,AU,false
848,0,658,AU,false
2774,0,712,AU,false
3048,0,607,AU,true
6996,361,124,TH,false
3462,0,899,AU,false
2644,0,963,AU,false
1891,0,219,AU,false
4023,0,503,AU,false
2727,0,591,AU,false
2519,0,696,AU,false
2284,0,921,GB,false
1702,0,234,AU,false
1272,0,166,AU,false
2799,0,58,NZ,false
2999,399,607,US,false
5799,399,25,US,false
1599,0,13,AU,false
4549,0,34,NZ,false
6284,0,523,AU,false
19096,0,635,NZ,false
44800,0,362,AU,false
30280,0,169,AU,false
17998,399,961,US,false
6237,0,747,AU,false
1955,0,551,AU,false
1138,0,748,US,false
896,0,250,US,false
1800,0,28,US,false
1122,0,278,US,false
1920,0,33,US,false
1464,0,134,US,false
2497,0,245,US,false
1923,0,462,US,false
2293,0,566,US,false
12737,0,605,US,false
2129,0,402,US,false
1742,0,193,US,false
4360,0,49,US,false
1741,0,203,US,false
1053,0,416,US,false
5652,0,80,US,false
1300,0,790,US,false
1584,0,297,US,false
501,0,530,US,false
5084,0,396,US,false
1355,0,766,US,false
751,0,992,US,false
1466,0,961,US,false
1666,405,340,CA,false
1418,409,804,CA,true
1382,0,223,US,false
2700,0,5,US,false
1449,0,96,NZ,false
2499,0,789,NZ,false
1849,0,130,NZ,false
6099,0,372,AU,false
2431,0,901,AU,false
2350,0,780,AU,false
4462,0,710,AU,true
2757,0,470,AU,false
1851,0,539,AU,true
1899,0,26,AU,false
1883,0,642,AU,false
1175,0,975,AU,false
1445,0,747,AU,false
5382,0,418,AU,false
838,0,225,AU,false
1151,0,516,AU,false
694,0,793,AU,false
2989,0,420,AU,false
1547,0,858,AU,false
1038,0,520,AU,false
3829,0,162,AU,false
2658,0,403,AU,false
6114,0,201,AU,true
2101,0,193,AU,false
1030,0,869,AU,false
1433,0,780,AU,false
1935,0,3,AU,false
2238,0,40,AU,false
2409,0,734,NZ,false
7647,0,585,AU,false
1411,0,517,AU,false
2739,0,556,AU,false
645,0,926,AU,false
1936,0,596,AU,false
2960,0,999,AU,false
861,0,612,AU,false
1144,117,641,IL,false
1198,0,679,AU,false
7317,0,129,AU,true
11014,0,355,AU,true
2547,0,592,MX,false
1397,0,55,AU,false
1592,0,720,AU,false
4996,0,193,AU,false
3552,0,181,AU,false
1096,0,718,AU,false
2779,0,7,AU,false
7566,0,672,AU,false
2671,0,721,AU,false
2855,0,646,AU,false
1754,0,801,AU,false
3247,0,406,AU,true
2989,0,502,AU,false
2290,0,896,AU,false
3973,0,503,AU,false
1231,0,502,AU,true
1747,0,6,AU,false
1603,0,613,AU,false
1030,0,596,AU,false
3772,0,803,AU,false
2603,0,901,AU,true
1380,0,889,AU,false
1063,0,789,AU,false
2039,0,989,AU,false
1769,0,695,AU,false
1912,0,315,AU,false
5801,0,726,AU,false
946,0,958,AU,false
3299,0,674,NZ,false
5262,0,186,NZ,false
2399,0,468,NZ,true
2640,0,229,NZ,false
3984,399,149,US,false
13786,0,767,AU,true
1496,0,239,AU,false
19365,399,647,US,false
20892,0,149,AU,false
2897,0,10,GB,false
3256,0,846,GB,false
2844,0,992,US,false
1466,314,245,PR,false
2312,0,732,US,false
2817,0,715,US,false
2899,0,997,PR,false
2678,0,512,US,false
4488,0,751,US,false
1464,0,665,US,false
1078,0,878,US,false
1447,0,709,US,false
1877,0,571,US,false
2635,0,468,US,false
5946,0,768,US,true
1743,0,381,US,false
2003,0,330,US,false
1466,0,845,US,false
1329,0,94,US,false
1658,376,193,CA,false
1494,0,816,US,false
1466,0,766,US,false
3028,0,221,US,true
2250,0,301,US,false
4780,0,737,US,false
1417,0,294,US,false
802,0,953,US,false
1602,0,463,US,false
2049,378,220,CA,false
802,0,25,US,false
4176,0,497,US,true
2209,0,230,US,false
1175,0,895,US,false
709,0,939,US,false
1006,0,796,US,false
5961,0,683,US,false
11719,399,807,US,false
2467,0,185,AU,true
1575,0,258,AU,false
3512,0,252,AU,false
1001,0,459,AU,false
2039,0,456,AU,false
1487,0,531,AU,false
1978,0,995,AU,false
1529,0,129,AU,false
1393,0,499,AU,false
1583,0,329,AU,false
5112,0,766,AU,false
3249,0,591,AU,false
3582,0,339,AU,false
2112,0,125,AU,false
1129,0,338,AU,false
3250,0,304,AU,false
1989,0,731,AU,false
4679,0,154,AU,false
1946,0,351,AU,false
6099,0,282,AU,false
2281,65,216,AR,false
1851,0,569,AU,false
1454,0,873,AU,false
3866,0,474,AU,false
3690,0,154,AU,false
13180,0,661,CA,false
5720,0,170,AU,false
961,0,288,AU,false
8050,0,949,AU,false
1335,0,449,AU,false
9856,1186,991,NZ,false
2500,0,788,AU,false
2908,0,66,AU,false
2995,0,157,AU,false
1786,0,392,AU,false
10399,0,33,AU,false
8055,0,100,AU,false
1694,0,616,AU,false
2528,0,807,AU,false
6099,0,798,AU,false
4838,0,902,AU,true
6099,0,952,AU,true
1950,0,970,AU,true
2242,186,872,CA,false
1398,0,842,AU,false
2224,0,146,CA,false
2381,0,205,AU,false
1458,0,583,AU,false
1499,0,242,NZ,false
1449,0,348,NZ,false
4438,0,449,NZ,false
1991,0,400,AU,false
2219,0,562,AU,false
1263,0,82,NZ,false
1263,0,507,NZ,false
2986,0,908,AU,false
949,0,685,AU,false
1758,0,854,AU,false
15217,399,56,US,true
21697,399,392,US,false
14952,399,953,US,false
1432,0,578,AU,false
4849,0,415,NZ,false
1649,0,685,NZ,false
3799,0,288,NZ,false
2660,0,301,NZ,false
1349,0,137,NZ,false
3103,0,902,NZ,false
14315,0,904,NZ,true
7400,2495,68,NZ,false
5686,0,152,AU,false
850,0,286,GB,false
4650,0,70,GB,false
1847,0,763,US,false
2199,0,867,US,false
1823,0,610,US,false
1078,0,791,US,false
1742,0,542,US,true
984,0,193,US,false
1280,409,795,CA,false
2114,0,366,US,false
1621,0,811,US,false
1440,0,124,US,false
1533,0,65,US,false
956,0,118,US,false
4225,0,660,US,false
1967,0,475,US,false
3214,0,96,US,false
738,0,558,US,false
2118,0,734,US,false
3201,0,925,US,false
373,0,982,US,false
1880,0,327,US,false
889,0,374,US,false
2894,0,180,US,false
1353,0,49,US,false
1398,0,325,US,false
871,0,740,US,false
2570,0,138,US,false
2062,0,967,US,false
1742,0,138,PR,false
2322,0,921,US,false
2959,0,258,US,false
1199,399,626,GR,false
831,0,569,US,false
2236,0,177,US,false
1509,0,251,US,false
3106,0,174,AU,false
3696,0,49,AU,true
2420,0,372,AU,false
3145,0,631,AU,false
973,0,638,AU,false
5820,0,446,AU,false
2501,0,740,AU,false
1187,0,55,AU,false
2095,0,382,AU,true
919,0,762,AU,false
2881,0,56,AU,false
1240,146,209,CA,false
4364,842,469,BR,false
869,0,34,AU,false
1428,0,428,AU,false
2734,0,827,AU,false
744,0,869,AU,true
1400,0,79,GB,false
4445,0,675,AU,false
5665,0,127,AU,false
2593,0,336,GB,false
2818,0,255,AU,true
871,0,814,AU,false
1456,0,170,AU,false
1725,0,920,AU,true
1745,0,954,AU,true
2091,0,856,AU,false
644,0,673,MT,false
1383,0,93,AU,false
3300,0,704,AU,false
2024,0,555,AU,false
968,0,219,AU,false
1125,0,170,AU,false
2658,187,253,NO,false
2280,0,277,AU,false
2091,0,2,DE,false
1394,0,544,EE,false
32027,0,328,AU,false
1477,0,333,EE,false
860,0,387,AU,false
914,0,349,AU,false
1946,0,156,AU,false
1030,0,823,AU,false
1383,0,243,AU,false
2290,0,208,AU,false
1842,0,770,AU,false
4530,0,771,AU,false
1380,0,720,AU,false
4405,0,739,AU,false
1792,0,566,AU,false
3732,728,104,GB,false
7663,0,884,AU,false
2749,0,868,NZ,false
2599,0,534,NZ,true
4599,0,347,NZ,false
2549,0,787,NZ,false
1260,0,835,NZ,false
7903,0,794,AU,false
2984,0,566,AU,false
9071,0,621,NZ,false
4147,399,710,US,false
1599,0,908,AU,false
681,0,871,NZ,false
32499,0,376,AU,false
8658,0,303,AU,false
6600,0,376,AU,true
21431,2495,428,GB,false
13627,0,750,NZ,false
2070,0,407,AU,false
3299,0,985,NZ,false
2258,0,55,NZ,false
939,0,182,AU,false
1354,0,962,GB,false
6749,0,642,GB,false
2474,0,546,US,false
831,0,605,US,false
1819,0,584,US,false
2816,0,652,US,false
870,0,138,US,false
558,0,764,US,false
2588,0,280,US,false
1212,0,455,US,false
1523,0,122,US,false
2796,0,227,NL,false
1533,0,213,US,false
1093,0,7,US,false
738,0,219,US,false
1671,0,110,US,false
670,0,122,US,false
802,0,336,PR,false
3280,399,295,IT,false
2040,0,580,US,false
1009,0,364,US,true
1216,0,700,US,false
762,0,31,US,false
1989,0,285,US,false
1568,0,150,US,true
1769,0,291,US,false
1611,0,189,CA,false
1303,0,975,US,false
1893,0,829,US,false
1923,0,972,US,false
2693,299,14,FR,true
1207,139,518,CA,false
2316,0,715,AU,false
3396,0,926,HU,false
2596,0,162,AU,false
1390,0,750,AU,false
1163,0,794,AU,false
1532,0,341,NZ,false
3049,448,330,GB,false
3503,0,207,AU,false
3676,0,962,AU,false
1132,0,421,AU,false
2310,0,353,AU,false
1565,0,914,CA,false
3903,0,195,GB,false
1357,0,486,CA,false
3729,0,489,AU,false
2918,0,921,AU,true
4410,0,110,AU,false
2831,0,802,AU,false
1010,0,249,AU,false
2429,0,524,AU,false
1030,0,711,AU,false
8132,465,800,GB,false
1030,0,798,AU,false
1592,0,974,GB,false
1053,0,319,AU,false
1169,0,300,GB,false
4006,0,828,AU,true
3063,0,40,NZ,false
1751,0,308,AU,false
8564,0,505,AU,false
4915,0,822,AU,false
3567,0,84,AU,false
4972,0,192,AU,false
2898,465,907,GB,false
4965,0,497,AU,false
3159,0,291,AU,false
4168,0,62,AU,false
2008,0,569,AU,false
4820,0,249,AU,false
2623,0,617,AU,false
6345,0,481,AU,false
1715,0,601,RO,false
2991,0,90,AU,false
1774,0,301,AU,false
14236,3520,914,CA,false
1011,0,660,AU,false
2335,0,328,AU,false
5647,0,301,AU,false
1002,0,776,AU,false
7462,0,32,AU,false
9748,399,637,US,false
2172,280,822,GB,false
2686,0,896,NZ,false
1449,0,624,NZ,true
1449,0,795,NZ,false
2654,0,501,NZ,true
3701,0,375,NZ,true
3116,399,607,US,false
8283,2495,172,IT,false
2299,0,804,AU,false
1800,0,732,AU,true
4349,0,678,NZ,false
2499,0,297,NZ,false
1899,0,548,NZ,false
2499,0,748,NZ,false
1676,0,279,NZ,false
2505,0,566,NZ,false
1263,0,249,NZ,false
1860,0,638,GB,true
2106,0,891,GB,false
1955,0,194,AU,false
772,0,663,US,false
3887,0,851,US,false
2227,0,203,US,false
9734,0,202,US,true
1954,0,20,US,false
1880,0,560,US,false
2170,0,465,US,false
1078,0,808,US,false
1106,0,164,US,false
2550,165,856,DE,false
1455,0,796,US,false
2114,0,421,US,false
1560,0,837,US,true
3550,605,125,PL,false
2376,245,839,IT,false
2854,0,825,FR,false
662,0,134,US,false
1736,0,119,US,false
5164,0,57,US,false
1736,0,24,US,false
20410,0,942,US,false
2217,0,682,CA,true
3311,0,484,CL,false
1024,0,73,US,false
1038,0,35,US,false
1295,0,13,US,false
2335,0,933,US,false
2734,0,616,US,false
1215,413,304,CA,false
2252,0,237,US,false
2198,0,769,US,false
6795,0,491,AT,false
1962,339,411,GB,false
1002,0,389,AU,false
2498,0,703,AU,false
1194,0,854,AU,false
1485,0,914,AU,false
1781,0,680,AU,false
4896,0,703,AU,false
4238,490,236,BR,false
1411,0,160,AU,false
2674,0,927,AU,false
3140,0,169,AU,false
1088,0,884,AU,false
2180,0,282,NO,false
1161,0,403,AU,false
1774,0,132,AU,false
4215,1300,880,AR,false
1978,0,544,DK,false
13480,1050,422,GB,false
2334,0,126,AU,false
2789,374,591,MX,false
11275,701,105,GB,false
2754,0,683,AU,false
1507,468,30,IL,false
1024,0,424,AU,false
8319,0,787,CH,false
1429,0,145,CA,false
1298,0,675,AU,false
1920,0,534,AU,false
1081,114,72,CA,false
2581,0,568,AU,false
971,0,142,AU,false
1067,0,597,AU,false
6987,0,62,AU,false
1380,0,817,AU,false
15546,399,966,US,false
1585,0,10,NZ,false
1555,0,498,NZ,false
3299,0,379,NZ,false
1699,0,727,NZ,false
3549,0,401,NZ,false
4588,300,91,DE,false
2391,399,123,US,false
2521,0,525,GB,false
2521,0,865,GB,false
4375,728,713,DK,false
8660,0,773,AU,false
1509,0,273,GB,false
3464,0,240,GB,false
2088,0,113,GB,false
3199,0,991,NZ,false
3054,0,815,NZ,false
1549,0,577,NZ,false
2634,0,631,NZ,false
1720,0,792,NZ,false
2449,0,382,NZ,false
1068,266,133,CA,false
1215,413,84,CA,false
1009,0,413,US,false
1122,0,86,US,false
1586,0,925,US,false
1464,0,796,US,false
1010,0,815,US,true
984,0,316,US,false
664,0,668,US,false
1395,0,862,US,false
1580,0,366,US,false
1144,0,198,US,false
909,0,467,US,false
2150,0,95,US,true
2701,498,618,MT,false
5074,0,881,US,true
4207,0,179,US,false
4996,0,470,CA,false
2298,0,333,FR,false
1593,0,106,US,false
2207,947,19,NL,false
1967,0,408,US,false
868,0,585,US,false
1466,0,458,US,false
2010,0,428,US,false
1604,0,15,US,false
2522,0,446,US,false
5588,0,336,HR,false
1604,0,368,US,false
8140,0,971,IL,false
1467,183,139,GB,false
1213,0,914,US,false
2976,0,109,US,false
1713,0,855,US,false
1515,0,268,US,false
1603,0,404,US,false
978,0,263,US,false
2129,0,363,US,true
1941,0,534,US,false
2199,599,894,GB,false
18140,0,179,FI,false
4484,0,359,AU,false
1698,0,222,AU,true
2528,0,985,BR,false
1689,0,723,NO,false
1803,0,870,AU,false
1542,0,29,AU,true
909,0,724,AU,false
4503,0,496,RU,false
1922,0,915,NZ,false
4844,270,935,GB,false
906,0,523,NO,false
1707,0,526,AU,true
1016,0,289,IT,false
776,0,765,SE,false
1654,0,934,GB,true
1334,0,861,AU,false
7020,0,953,IT,false
1039,0,369,AU,false
5016,0,436,HR,false
2569,468,976,SE,false
6092,0,622,AU,false
3137,0,32,HR,false
7360,0,23,IT,false
3489,290,145,NO,true
11570,780,549,RU,false
2621,0,140,NO,false
1893,0,729,FI,false
2005,591,587,NO,false
2099,0,591,NZ,false
4471,450,948,GB,false
2511,0,696,GB,false
2757,0,704,BG,false
3244,0,120,CA,false
1151,0,950,NO,true
38859,399,965,US,true
1299,0,788,NZ,false
1699,0,290,NZ,false
2299,0,423,NZ,true
2299,0,424,NZ,false
1599,0,259,NZ,false
5196,0,110,NZ,false
6029,0,770,NZ,false
5778,399,633,US,false
6787,0,110,AU,false
2849,0,387,NZ,true
4499,0,369,NZ,false
3647,0,535,GB,false
2519,0,840,GB,false
1282,0,147,GB,false
1079,0,239,GB,true
1079,0,219,GB,false
7090,0,13,GB,false
3803,0,281,US,false
940,0,223,US,false
2259,0,724,US,true
1297,0,743,US,false
631,0,603,US,false
1395,0,775,US,false
1469,347,310,GB,false
2547,0,914,US,false
4000,0,589,US,false
1207,336,963,NL,false
2390,0,995,CA,false
1438,0,248,US,true
7778,0,768,US,false
5526,0,360,US,false
7992,0,941,US,false
4453,0,636,MX,false
3597,0,614,US,true
1053,0,959,US,true
1464,0,688,US,false
2187,721,443,BE,false
915,0,229,PR,false
1736,0,366,US,false
15860,399,892,US,false
16705,399,669,US,false
1742,0,677,US,false
1713,0,850,US,true
1196,0,63,US,false
593,0,543,US,false
1940,0,763,US,false
1674,0,614,GB,false
3268,0,805,US,false
611,0,771,US,false
1053,0,415,US,false
1946,0,949,US,false
913,0,303,US,false
2412,0,226,US,false
3204,0,576,RU,true
1136,0,913,MT,false
1483,123,161,CA,false
5350,0,845,AU,false
1927,0,608,AU,false
1857,0,954,NO,false
1427,0,650,AU,true
1038,0,773,AU,false
1411,0,843,AU,false
1240,65,72,CA,false
2014,270,789,GB,true
13045,1828,351,GB,true
2366,0,566,RU,false
2887,0,604,AU,false
1859,0,391,EE,false
1208,0,996,RU,false
4047,0,403,IE,true
1591,427,699,GB,false
2909,373,653,GB,false
674,0,117,AU,false
9266,1032,346,IL,false
949,0,536,NL,false
2167,0,79,PT,true
1304,0,685,SE,false
1743,0,310,NO,false
3947,651,719,TR,false
1875,0,872,GB,false
2313,257,108,IL,false
615,25,201,ZA,false
1573,0,851,NZ,true
2749,0,371,NZ,true
1349,0,387,NZ,false
1724,0,14,NZ,false
2185,0,798,NZ,false
2185,0,32,NZ,false
2185,0,436,NZ,false
2549,0,999,NZ,false
3135,0,57,GB,false
1568,0,102,GB,false
1079,0,428,GB,false
1079,0,212,GB,false
1780,0,181,GB,false
3424,0,539,GB,false
1657,557,607,IL,false
3464,0,686,GB,false
1671,0,587,US,false
1284,0,971,US,false
1698,0,171,US,false
1420,0,519,US,false
1447,0,322,US,false
775,0,461,US,false
1620,0,865,US,false
2404,0,280,US,false
1466,0,547,US,false
2069,371,869,NO,false
871,0,601,US,false
2362,0,596,US,false
1296,0,921,US,true
846,0,142,US,false
3285,399,416,SG,false
910,0,623,US,false
1780,0,105,US,false
2872,0,384,US,false
1395,0,354,US,false
1533,0,276,US,false
11249,299,68,FR,false
4587,299,814,FR,false
1580,0,858,US,false
511,0,975,US,false
10166,0,807,GB,true
2721,0,557,US,false
1576,168,330,IL,false
871,0,258,US,false
595,0,942,US,false
1260,0,579,US,false
1433,0,535,US,false
1560,0,953,US,false
1772,0,293,US,false
1949,0,5,US,false
1010,107,458,CA,false
4001,0,662,US,false
982,0,469,US,false
4313,1630,950,NO,false
2699,298,830,ZA,false
6039,1746,219,NO,false
2451,373,692,GB,false
1848,222,179,DK,false
5429,0,188,NO,false
2242,0,959,RU,false
877,0,531,NO,false
7004,0,466,IE,false
1995,0,85,SI,true
5750,465,426,GB,false
4211,0,334,EE,false
1732,149,511,BR,false
1296,0,710,PT,false
693,49,899,IL,false
711,55,687,IL,false
1226,0,979,PT,false
2074,179,414,HR,false
2652,0,67,NO,false
1120,0,553,IT,false
1630,0,899,AU,false
2500,94,113,FR,false
3808,373,66,GB,false
1751,0,232,RO,false
4685,465,828,GB,false
1889,0,648,AU,false
2431,374,862,NL,false
2638,0,554,GB,false
1789,155,771,CA,false
2749,0,667,NZ,false
4024,0,732,NZ,false
3227,399,909,US,false
10181,399,691,US,false
2699,0,952,NZ,false
3464,0,880,GB,false
3557,0,150,GB,false
1486,0,945,GB,false
7682,0,599,GB,false
3464,0,880,GB,false
4362,0,327,US,false
1074,0,299,US,false
1660,0,752,US,false
6354,1211,591,CA,false
3745,0,468,US,false
738,0,573,US,false
3276,0,676,US,true
1569,0,686,US,false
595,0,959,US,true
3842,805,43,CA,false
3472,0,186,US,false
693,0,155,US,false
1695,0,278,US,false
3647,721,882,CA,false
3907,0,258,US,false
871,0,967,US,false
1323,0,61,US,false
2799,230,461,CA,true
2360,0,212,US,false
1464,0,881,US,false
3117,0,829,US,false
1860,0,837,US,false
5822,0,452,US,false
1716,0,56,US,false
3243,371,9,NL,false
2194,728,662,NO,false
1989,0,506,US,false
3238,0,659,US,false
